n_sq_vo,NOM_ENTIER,TYPE,NOM,WKT,id_propre,date_nom,date_fin
750005802,Rue Favart,RUE,FAVART,"MULTILINESTRING ((2.33775941114974 48.8702446423464,2.33775941180937 48.8702449121525,2.33794685904227 48.8707019304079,2.33797316983076 48.8707665784713,2.3380004362375 48.8708312363068,2.33815816786819 48.8712017349312,2.33827650318183 48.8714857246152,2.3382808657207 48.8715128827312,2.33830816304849 48.8716827013772))",750603222,1780,2020
750005807,Rue de Grammont,RUE,GRAMMONT,"MULTILINESTRING ((2.3366896384745 48.8688867260867,2.33671199400756 48.8689265910275,2.33678946036112 48.869473898714,2.3367768224887 48.8695370992065,2.3368808039486 48.8703987932666,2.33700869934471 48.8714585881573))",750603313,1765,1930
750005819,Rue Grétry,RUE,GRETRY,"MULTILINESTRING ((2.33775941114974 48.8702446423464,2.33724562364569 48.8703341249777,2.33694571934368 48.8703872734847,2.3368808039486 48.8703987932666))",750603332,1781,2020
750005824,Rue de Hanovre,RUE,HANOVRE,"MULTILINESTRING ((2.33596163049253 48.8701847570084,2.33590546643087 48.8701844867789,2.33488049475374 48.8701790815787,2.33481054921698 48.8701788106975,2.33471267190345 48.8701788090171,2.33422582119518 48.8701777217187,2.33414859716247 48.8701471543062,2.3341076397226 48.8700411647444))",750603428,1780,2020
750005836,Galerie Colbert,GALERIE,COLBERT,"MULTILINESTRING ((2.33905043905578 48.8662524595763,2.33911583038519 48.8663615766112,2.3394648115899 48.8669759160547))",750604722,1826,2020
750005841,Rue Feydeau,RUE,FEYDEAU,"MULTILINESTRING ((2.34236702309919 48.8702203506591,2.34229707411549 48.8701786730759,2.34153203831787 48.8700551494769,2.34116056441538 48.8700066939197,2.34074219685517 48.8699489864141,2.34065018161114 48.8699362107552,2.34055639270094 48.8699218262243,2.34040903031402 48.8698989893791,2.33959111389959 48.8697937998334,2.33949064744756 48.8697956008431,2.33912163615766 48.8698649446916,2.33904325419616 48.8698797845061))",750603441,1680,2020
750005873,Rue de l'Echelle,RUE,ECHELLE,"MULTILINESTRING ((2.33377585995784 48.8632085116003,2.33382948957511 48.8632813542041,2.33410465857808 48.8636496214278,2.33419501971213 48.8637631028477,2.33423333078292 48.8638230047395,2.3342716151249 48.8638829784144,2.33434657655214 48.8639776730096,2.33438746392106 48.8640345080056,2.33457909312353 48.8642885562519,2.33466005267459 48.8643874776118,2.33482330120319 48.864426401324,2.33500341567764 48.8643611339085),(2.33466005267459 48.8643874776118,2.33472930232952 48.8645145373185,2.33488457422066 48.8646556363023))",750605534,1633,2020
750005879,Rue Coquillière,RUE,COQUILLIERE,"MULTILINESTRING ((2.3439353462724 48.8633320559304,2.34387431159311 48.8633422400842,2.34331899945615 48.8634707633322,2.34287423609602 48.8635943043114,2.34274746461563 48.8636125933751),(2.34213961386371 48.8634719791795,2.34230234289383 48.8636013847904,2.34241080191082 48.8636300035159,2.34252739303797 48.8636246283556,2.34266837948579 48.8635942170678,2.34274746461563 48.8636125933751,2.34235269577863 48.8638802385101,2.34181091657119 48.8641076024972,2.34162656267824 48.8642021062293,2.34084320204573 48.8645581802098,2.34055942655767 48.8646887650126,2.34045506221203 48.8647370513735))",750605436,1292,2020
750005891,Rue Croix des Petits Champs,RUE,CROIX DES PETITS CHAMPS,"MULTILINESTRING ((2.33918428067245 48.8622183187638,2.33939643805234 48.8627199464249,2.33953567069945 48.8630491043556,2.33958299923347 48.8631610185799,2.33976893384731 48.86353905878,2.34026649519378 48.864473039752,2.34045506221203 48.8647370513735,2.34066845467493 48.8650358098005,2.34090040157597 48.8653271837857,2.34106027765751 48.8655395595041))",750606110,1633,2020
750005897,Rue Daunou,RUE,DAUNOU,"MULTILINESTRING ((2.33301235901544 48.8690033730298,2.33273696998236 48.8690413588177,2.33267724739108 48.8690670762248,2.33165482671556 48.8695099313271,2.33152627433293 48.8695655905331,2.33139759708734 48.8696216095387,2.33051746619217 48.8700045691363,2.33023622225739 48.8701349490309,2.32997639369027 48.8702553017591))",750603791,1881,2020
750005907,Galerie de Chartres,GALERIE,CHARTRES,"MULTILINESTRING ((2.33643759942131 48.8633261317008,2.33663316030475 48.8636995464133,2.33674470763479 48.8639204893291))",750605852,1781,2020
750005911,Passage Choiseul,PASSAGE,CHOISEUL,"MULTILINESTRING ((2.33510895735871 48.8671766298643,2.3351344184323 48.8672265850789,2.33556038059744 48.8680697767254,2.33594802658877 48.8688329216058,2.33593957379497 48.868878739391))",750604400,1825,2020
750005912,Rue de Choiseul,RUE,CHOISEUL,"MULTILINESTRING ((2.33593957379497 48.868878739391,2.33593957320904 48.8689231642201,2.33595659664908 48.8696977993104,2.3359574257529 48.8697866481112,2.33596163049253 48.8701847570084,2.33595561185201 48.871114787313,2.33595479038112 48.8712784636901))",750603857,1776,2020
750005929,Avenue Napoléon,AVENUE,NAPOLEON,"MULTILINESTRING ((2.33557669821598 48.8632676219723,2.33534760741064 48.8636101622404,2.33528707187743 48.8637183448433,2.33517721750196 48.8639614981289,2.33515934583775 48.8640133864904,2.33500341567764 48.8643611339085,2.33488457422066 48.8646556363023,2.33482441587454 48.8648074506582,2.33470780876997 48.865075738461,2.33411989943146 48.8664283814971,2.33379146704149 48.867212380427,2.33347486956834 48.8672185418711),(2.33379146704149 48.867212380427,2.33375685223958 48.8672949957705,2.33367532276687 48.8675161169234,2.33361169639232 48.8676556736351,2.33324708146047 48.8684612077585,2.33324379188344 48.8685262874996,2.33317824536325 48.8686063937793,2.33314170524995 48.8686996472474,2.33310244023013 48.8687907423799,2.33301235901544 48.8690033730298,2.33295246488185 48.8691406548985,2.33294906390648 48.8692141886943,2.33291333353877 48.8692320114907,2.33288178785177 48.8692522165763,2.332874067201 48.8693234662386,2.33257069860309 48.8700242612303,2.33249570792397 48.8701984485125))",750603703,1864,1873
750005929,Avenue de l'Opéra,AVENUE,OPERA,"MULTILINESTRING ((2.33557669821598 48.8632676219723,2.33534760741064 48.8636101622404,2.33528707187743 48.8637183448433,2.33517721750196 48.8639614981289,2.33515934583775 48.8640133864904,2.33500341567764 48.8643611339085,2.33488457422066 48.8646556363023,2.33482441587454 48.8648074506582,2.33470780876997 48.865075738461,2.33411989943146 48.8664283814971,2.33379146704149 48.867212380427,2.33347486956834 48.8672185418711),(2.33379146704149 48.867212380427,2.33375685223958 48.8672949957705,2.33367532276687 48.8675161169234,2.33361169639232 48.8676556736351,2.33324708146047 48.8684612077585,2.33324379188344 48.8685262874996,2.33317824536325 48.8686063937793,2.33314170524995 48.8686996472474,2.33310244023013 48.8687907423799,2.33301235901544 48.8690033730298,2.33295246488185 48.8691406548985,2.33294906390648 48.8692141886943,2.33291333353877 48.8692320114907,2.33288178785177 48.8692522165763,2.332874067201 48.8693234662386,2.33257069860309 48.8700242612303,2.33249570792397 48.8701984485125))",750604242,1873,2020
750005930,Place de l'Opéra,PLACE,OPERA,"MULTILINESTRING ((2.33249570792397 48.8701984485125,2.33269077235756 48.8702969250161,2.33252378555906 48.870692043355,2.33232698902497 48.8711719072612,2.33187455856821 48.8710897955226,2.33204496770287 48.8706101825612,2.33210376241716 48.8704790079979,2.33220602410674 48.8702492562155,2.33249570792397 48.8701984485125))",750603243,1862,2020
750005945,Rue des Bons Enfants,RUE,BONS ENFANTS,"MULTILINESTRING ((2.33809322414146 48.8625060171577,2.33847350207625 48.8631626891309,2.33851301755081 48.8632288926468,2.3385196565441 48.8632741440156,2.3387652992211 48.8637019159911,2.33880024941545 48.8637728139231))",750606052,1300,2020
750005949,Rue du Bouloi,RUE,BOULOI,"MULTILINESTRING ((2.34042025177957 48.8633839136462,2.34051844717138 48.8634482265668,2.34105863121949 48.8637236446567,2.34181091657119 48.8641076024972))",750605844,1359,2020
750005955,Place de la Bourse,PLACE,BOURSE,"MULTILINESTRING ((2.34190207697553 48.8685480647162,2.34178831141957 48.8685689954804,2.34134447711333 48.8686505803521,2.340080169683 48.8689120465474),(2.34227954622053 48.8694369429871,2.34222526853244 48.8694754171327,2.34058711155117 48.8698168255703))",750603950,1809,2020
750005956,Rue de la Bourse,RUE,BOURSE,"MULTILINESTRING ((2.3403357906371 48.8693510638252,2.3402548191759 48.8693679820315,2.33952893887543 48.869518983056,2.33947700192126 48.8695298743741,2.33942411192334 48.8695401281726,2.33899989369283 48.869622592332,2.33891974043724 48.8696382415856))",750603596,1833,2020
750005958,Rue des Colonnes,RUE,COLONNES,"MULTILINESTRING ((2.33945475753456 48.869026092173,2.33945898801664 48.869124652852,2.33947359006624 48.8694563055664,2.33947700192126 48.8695298743741,2.33947782353324 48.8696038758556,2.33947864742763 48.8697327425861,2.33948382940832 48.8697630475206,2.33949064744756 48.8697956008431))",750603779,1828,2020
750005961,Rue d'Argout,RUE,ARGOUT,"MULTILINESTRING ((2.34261091579476 48.8654064202008,2.34273267278492 48.8654805950757,2.34317346070237 48.8657042555525,2.34333595013726 48.8657869164966,2.34358883130106 48.8659209291309,2.34436446362271 48.866291352179,2.34443891920676 48.8663223539089))",750604907,1867,2020
750005961,Rue des Vieux-Augustins,RUE,VIEUX AUGUSTINS,"MULTILINESTRING ((2.34261091579476 48.8654064202008,2.34273267278492 48.8654805950757,2.34317346070237 48.8657042555525,2.34333595013726 48.8657869164966,2.34358883130106 48.8659209291309,2.34436446362271 48.866291352179,2.34443891920676 48.8663223539089))",750604907,1300,1867
750005971,Rue Bailleul,RUE,BAILLEUL,"MULTILINESTRING ((2.34248948952479 48.8609158624965,2.3424068955619 48.8609217113097,2.34196816814236 48.8609537474676,2.34179698499138 48.8609777665955,2.34132077976981 48.8610516271032,2.34093057468621 48.8611274433006))",750606932,1313,2020
750005991,Boulevard des Capucines,BOULEVARD,CAPUCINES,"MULTILINESTRING ((2.33441434733989 48.8710151748776,2.33415044566646 48.8709700710956,2.33252378555906 48.870692043355,2.33208234624572 48.8706165957032,2.33204496770287 48.8706101825612,2.32997639369027 48.8702553017591,2.32984033621493 48.8702319584779,2.32904347599171 48.8700952288857,2.32824637213286 48.8699686191785))",750603346,1685,2020
750005995,Place du Carrousel,PLACE,CARROUSEL,"MULTILINESTRING ((2.33336294464588 48.8601438260382,2.33323558683201 48.8602338762182,2.33338397548241 48.8604998942038,2.33357936315926 48.8605341621431,2.33354968614947 48.8606206537165,2.33386128733531 48.8611298303524,2.3339725968173 48.8611673690719,2.33378148023462 48.8612340001895,2.33368485432661 48.8613363360824,2.33365687824841 48.8614571346654,2.33369247104745 48.8615762447576,2.33383485287083 48.8616802673699,2.33406623816014 48.8617456940074,2.33427878007586 48.8617251050882,2.33421370741633 48.8618027382004,2.3346891859638 48.8622204866613,2.33484405953574 48.8622519550691,2.33481844243326 48.8624125738691,2.33503380932214 48.862707692031,2.33527797425033 48.8627241871743,2.33534882522354 48.8626175519945,2.33519935521344 48.8623897281482,2.3351202088052 48.8623326052484,2.33484405953574 48.8622519550691,2.33496929468867 48.8624547876487,2.33513249058673 48.8626676302479,2.33527797425033 48.8627241871743,2.33523876387068 48.862640086308,2.33505659675502 48.8623971901527,2.33484405953574 48.8622519550691,2.3348951477542 48.8621517044618,2.33443238435494 48.8617473918364,2.33427878007586 48.8617251050882,2.3344629069343 48.861653436647,2.33454681570369 48.8615443913529,2.33456208605282 48.8614235920828,2.33451885927895 48.8613028011783,2.33440952883749 48.8612189143354,2.33426459585714 48.8611601981752,2.33410440913182 48.8611501236993,2.3339725968173 48.8611673690719,2.3340468004404 48.8610906709214,2.33374507747888 48.8605847595345,2.33357936315926 48.8605341621431,2.33367088838015 48.8604558284948,2.33352003394744 48.8601588118223,2.33336294464588 48.8601438260382,2.33357936315926 48.8605341621431))",750606469,1662,2020
750006001,Rue Chabanais,RUE,CHABANAIS,"MULTILINESTRING ((2.33656326494557 48.8668360827715,2.3365785035359 48.8668642843411,2.33701387871819 48.8676836932455,2.33707603722886 48.8678118396568,2.33709648493338 48.8678535655323))",750604496,1776,2020
750006012,Rue de la Banque,RUE,BANQUE,"MULTILINESTRING ((2.3399229382598 48.8660462956536,2.33997429102555 48.866138038611,2.34017202933641 48.8665129576089,2.34082981383487 48.8677086100994,2.34130016707634 48.8685696475024,2.34134447711333 48.8686505803521))",750604768,1844,2020
750006026,Galerie de Beaujolais,GALERIE,BEAUJOLAIS,"MULTILINESTRING ((2.33794500303918 48.8662754202139,2.33785476410375 48.866086672865,2.33848742016235 48.8659356746639,2.33879868913512 48.8658613793622,2.33889492977251 48.8660521134492))",750604874,1781,2020
750006029,Rue de Beaujolais,RUE,BEAUJOLAIS,"MULTILINESTRING ((2.3392382856397 48.8659702715731,2.33904745766417 48.8660152400546,2.33889492977251 48.8660521134492,2.33856356811848 48.8661326149509,2.33794500303918 48.8662754202139,2.33779342877758 48.8663105023879,2.33758378585081 48.8663541107464))",750604776,1814,2020
750006040,Rue d'Antin,RUE,ANTIN,"MULTILINESTRING ((2.33229152091313 48.8678275471809,2.33232813247186 48.8678537622457,2.33233575225749 48.8678622163154,2.33285887492001 48.8684158275162,2.33299422500605 48.8685515319342,2.33314170524995 48.8686996472474,2.33326942345821 48.8688294252878,2.33328906561621 48.8688468623435,2.33353604117024 48.8690631447885,2.33399526864274 48.8694243048457,2.33405401829406 48.8694706187091))",750604197,1713,2020
750006088,Rue d'Aboukir,RUE,ABOUKIR,"MULTILINESTRING ((2.34147713198817 48.8658553582535,2.34164493264905 48.8659188389182,2.34366157184849 48.866683482609,2.34384982600496 48.8667549532165,2.34392902552155 48.8667885812585,2.34414290975956 48.8668791239667,2.34417521709873 48.8668927012192,2.34427663627042 48.8669243481105,2.34618004846577 48.8675168240968,2.34636912397056 48.8675699557409,2.34654893004104 48.8676252542537,2.34733195917204 48.8678666285013,2.34738576536283 48.8678831972971,2.34822827806531 48.8681370418168,2.3486218854972 48.868257646806,2.34967072156637 48.8685583738917,2.34972865931409 48.8685750935696,2.34978659766085 48.8685925326956,2.35150090956517 48.8691038276502,2.3515580301624 48.8691209062336,2.35161501534472 48.8691378050869,2.35220382075343 48.8693130839473,2.35229242883301 48.869321524442,2.35238691716786 48.8692558019665))",750604515,1865,2020
750006088,Rue des Fossés-Montmartre,RUE,FOSSES MONTMARTRE,"MULTILINESTRING ((2.34147713198817 48.8658553582535,2.34164493264905 48.8659188389182,2.34366157184849 48.866683482609,2.34384982600496 48.8667549532165,2.34392902552155 48.8667885812585,2.34414290975956 48.8668791239667,2.34417521709873 48.8668927012192,2.34427663627042 48.8669243481105,2.34618004846577 48.8675168240968,2.34636912397056 48.8675699557409,2.34654893004104 48.8676252542537,2.34733195917204 48.8678666285013,2.34738576536283 48.8678831972971,2.34822827806531 48.8681370418168,2.3486218854972 48.868257646806,2.34967072156637 48.8685583738917,2.34972865931409 48.8685750935696,2.34978659766085 48.8685925326956,2.35150090956517 48.8691038276502,2.3515580301624 48.8691209062336,2.35161501534472 48.8691378050869,2.35220382075343 48.8693130839473,2.35229242883301 48.869321524442,2.35238691716786 48.8692558019665))",750604515,1634,1865
750006090,Rue Adolphe Jullien,RUE,ADOLPHE JULLIEN,"MULTILINESTRING ((2.34225456282893 48.8628855920631,2.34195250260985 48.8629484480118,2.34191726383423 48.86303790025,2.34201758525444 48.8630879851852,2.34234449383992 48.8630251550069))",750606198,1903,2020
750006607,Rue Vivienne,RUE,VIVIENNE,"MULTILINESTRING ((2.33856356811848 48.8661326149509,2.33867849584452 48.8663403538216,2.33869647613546 48.8663811718932,2.33914714945296 48.867205337944,2.33952885614803 48.8679081117351,2.34002386418722 48.8688095312294,2.340080169683 48.8689120465474,2.34013033791397 48.8689718461095,2.34015337756087 48.8690136621366,2.3403357906371 48.8693510638252,2.34058711155117 48.8698168255703,2.34062032356446 48.8698825345585,2.34065018161114 48.8699362107552,2.34067908529422 48.8699898969734,2.34087432095324 48.870348888469,2.34089559060626 48.8703878175557,2.34092026760599 48.8704334996645,2.34120399403433 48.8709517409795,2.34154580920126 48.8715771712844,2.34162581652485 48.8717235967317))",750603505,1634,2020
750006616,Galerie Saint-Marc,GALERIE,SAINT MARC,"MULTILINESTRING ((2.34185404617035 48.8702942521166,2.34186427522444 48.8703381449397,2.34191377932299 48.8705486542479,2.34191800735984 48.8705677183372,2.34194105391715 48.8706443357748,2.34198878597802 48.8708450513222,2.34198878529633 48.8708453211207))",750603279,1834,2020
0,Passage Saint Guillaume,PASSAGE,SAINT GUILLAUME,"LINESTRING (2.33563871963134 48.8642354253553,2.33564594379128 48.8642319182349,2.33576357474251 48.8641763438241)",TR2074,1780,1866
0,Rue Basse du Rempart,RUE,BASSE DU REMPART,"LINESTRING (2.33191620418903 48.8706868926143,2.33209869850457 48.8707149805394)",TR2973,1635,2020
0,Rue de la Fontaine-Molière,RUE,FONTAINE MOLIERE,"LINESTRING (2.33555583162545 48.8647765184142,2.33564033899184 48.8648304755418,2.33573874900261 48.8649095224638,2.33584029436799 48.8649875801157,2.33588227559961 48.8650213031422,2.33604543048302 48.8651517886299,2.33617955348286 48.8652561049192,2.33618105284032 48.8652565545603,2.33623543822427 48.8653000795824,2.3363303062383 48.8653723814265,2.33642517452806 48.8654446831919,2.33657551946491 48.8655660852423,2.3366374023837 48.8656132071646)",TR1961,1853,2020
0,Rue des Poulies,RUE,POULIES,"LINESTRING (2.34129194323049 48.8616824645965,2.34126440636215 48.8616234733312,2.34123550634871 48.8615615145096,2.34120783306011 48.8614994657022,2.34117893318916 48.8614375068663,2.34115289572585 48.8613771666002,2.34112276931608 48.8613149380182,2.34109618670167 48.8612533387768,2.34106606044515 48.8611912001074,2.34106292569498 48.8611915599437,2.34102625613299 48.8611140439284,2.34102720913252 48.8611009144782)",TR1618,1200,1859
0,Rue du Rempart,RUE,REMPART,"LINESTRING (2.33577272085371 48.8636169049944,2.33569911856909 48.8635987391773,2.33565618387967 48.8635899259906,2.33550284600878 48.8635524250505,2.33531407044474 48.8635040423294,2.33525657140449 48.8634716490363)",TR1873,1383,1864
