Geometry X Y;Geometry;N_SQ_AD;N_VOIE;C_SUF1;C_SUF2;C_SUF3;C_AR;A_NVOIE;B_ANGLE;B_OFFSTDF;B_AFFSTDF;B_HORS75;L_NVOIE;L_ADR;N_SQ_AR;N_SQ_VO;OBJECTID
48.8670784669, 2.33455592042;"{""type"": ""Point"", ""coordinates"": [2.334555920417864, 48.8670784668604]}";750002982;8;;;;1;250.61999512;N;O;;N;8;8 RUE DE VENTADOUR;750000001;750005487;113777
48.8709695258, 2.33905883971;"{""type"": ""Point"", ""coordinates"": [2.339058839705273, 48.87096952583743]}";750003213;3;;;;2;162.8500061;N;O;;N;3;3 RUE D'AMBOISE;750000002;750006009;70200
48.8666280246, 2.3343155603;"{""type"": ""Point"", ""coordinates"": [2.334315560295833, 48.86662802456241]}";750002978;2;;;;1;251.11000061;O;O;;N;2;2 RUE DE VENTADOUR;750000001;750005487;86975
48.8692147109, 2.34299804742;"{""type"": ""Point"", ""coordinates"": [2.342998047416911, 48.86921471090905]}";750004759;127;;;;2;109.26000214;N;O;;N;127;127 RUE MONTMARTRE;750000002;750005645;87224
48.8663713816, 2.33597247849;"{""type"": ""Point"", ""coordinates"": [2.335972478487894, 48.866371381578446]}";750003044;11;;;;1;139.63999939;N;O;;N;11;11 RUE VILLEDO;750000001;750005498;87335
48.8670054166, 2.33327052822;"{""type"": ""Point"", ""coordinates"": [2.333270528223904, 48.867005416567444]}";750002654;55;;;;1;65.94999695;N;O;;N;55;55 RUE SAINT-ROCH;750000001;750005525;85755
48.867072568, 2.33956689941;"{""type"": ""Point"", ""coordinates"": [2.339566899408684, 48.86707256802099]}";750006291;55;;;;2;159.96000671;N;O;;N;55;55 GAL VIVIENNE;750000002;750005502;69818
48.8661412453, 2.33558400394;"{""type"": ""Point"", ""coordinates"": [2.335584003936882, 48.86614124530884]}";750150334;18;;;;1;197.3500061;O;O;;N;18;18 RUE SAINTE-ANNE;750000001;750005530;113273
48.8629050838, 2.33841315464;"{""type"": ""Point"", ""coordinates"": [2.338413154640705, 48.86290508376878]}";750000248;10;;;;1;249.61000061;N;O;;N;10;10 RUE DES BONS ENFANTS;750000001;750005945;113298
48.8651514631, 2.34285181989;"{""type"": ""Point"", ""coordinates"": [2.342851819892931, 48.865151463134644]}";750001142;25;;;;1;71.080002;O;O;;N;25;25 RUE DU LOUVRE;750000001;750005478;113317
48.8696446663, 2.33875884432;"{""type"": ""Point"", ""coordinates"": [2.338758844320024, 48.86964466627536]}";750005520;81;;;;2;71.989998;O;O;N;N;81;81 RUE DE RICHELIEU;750000002;750005602;113387
48.8708747638, 2.33774751996;"{""type"": ""Point"", ""coordinates"": [2.337747519958638, 48.87087476381895]}";750143055;2;;;;2;343.76000977;O;O;;N;2;2 PL BOIELDIEU;750000002;750005943;112783
48.8640367015, 2.33492194713;"{""type"": ""Point"", ""coordinates"": [2.334921947129176, 48.86403670147112]}";750001602;1;;;;1;105.80000305;O;O;;N;1;1 AV DE L'OPERA;750000001;750005929;106950
48.8700238229, 2.33603157913;"{""type"": ""Point"", ""coordinates"": [2.3360315791272592, 48.87002382292634]}";750152058;12;;;;2;269.32998657;N;O;;N;12;12 RUE DE CHOISEUL;750000002;750005912;107178
48.8639266134, 2.33668797955;"{""type"": ""Point"", ""coordinates"": [2.336687979549857, 48.86392661335508]}";750001496;218;;;;1;161.28999329;N;O;;N;218;218 PER DE MONTPENSIER;750000001;750005683;100160
48.8678691878, 2.34362191293;"{""type"": ""Point"", ""coordinates"": [2.343621912929561, 48.86786918777392]}";750004748;93;;;;2;106.58999634;O;O;;N;93;93 RUE MONTMARTRE;750000002;750005645;100185
48.8663286629, 2.33548218941;"{""type"": ""Point"", ""coordinates"": [2.335482189414843, 48.866328662930044]}";750002276;37;;;;1;72.43000031;O;O;;N;37;37 RUE SAINTE-ANNE;750000001;750005530;100224
48.8706185363, 2.33949659093;"{""type"": ""Point"", ""coordinates"": [2.33949659092585, 48.87061853634395]}";750005533;96;;;;2;252.42999268;O;O;;N;96;96 RUE DE RICHELIEU;750000002;750005602;100567
48.8699015509, 2.33924940876;"{""type"": ""Point"", ""coordinates"": [2.339249408759303, 48.86990155092679]}";750004149;34;;;;2;342.02999878;O;O;;N;34;34 RUE FEYDEAU;750000002;750005841;100642
48.8644176174, 2.33676676029;"{""type"": ""Point"", ""coordinates"": [2.3367667602946183, 48.86441761739126]}";750001446;10;;;;1;70.949997;N;O;;N;10;10 GAL DE MONTPENSIER;750000001;750005648;109481
48.8671177351, 2.33966458273;"{""type"": ""Point"", ""coordinates"": [2.339664582732726, 48.867117735137434]}";750006324;62;;;;2;341.30999756;N;O;;N;62;62 GAL VIVIENNE;750000002;750005502;109698
48.8637553645, 2.33658986974;"{""type"": ""Point"", ""coordinates"": [2.336589869740469, 48.86375536453915]}";750000428;21;;;;1;335.48001099;O;O;;N;21;21 PER DE CHARTRES;750000001;750006650;109709
48.8683197516, 2.33653923214;"{""type"": ""Point"", ""coordinates"": [2.336539232136891, 48.868319751607125]}";750005810;60;;;;2;253.94000244;O;O;;N;60;60 RUE SAINTE-ANNE;750000002;750005530;109710
48.8631515534, 2.33941866203;"{""type"": ""Point"", ""coordinates"": [2.339418662033703, 48.863151553417595]}";750000529;13;;;;1;71.54000092;O;O;;N;13;13 RUE CROIX DES PETITS CHAMPS;750000001;750005891;109787
48.8699878158, 2.3369106854;"{""type"": ""Point"", ""coordinates"": [2.336910685396195, 48.869987815813126]}";750004201;14;;;;2;265.329987;N;O;;N;14;14 RUE DE GRAMONT;750000002;750005807;109788
48.8637451412, 2.33926926312;"{""type"": ""Point"", ""coordinates"": [2.339269263116621, 48.86374514118834]}";750000451;16;;;;1;340.52999878;N;O;;N;16;16 RUE DU COLONEL DRIANT;750000001;750005957;128354
48.8669554813, 2.33452013148;"{""type"": ""Point"", ""coordinates"": [2.334520131481212, 48.86695548128285]}";750002981;6;;;;1;250.61999512;N;O;;N;6;6 RUE DE VENTADOUR;750000001;750005487;128378
48.8660028443, 2.33831030268;"{""type"": ""Point"", ""coordinates"": [2.338310302680506, 48.866002844335064]}";750000149;90;;;;1;340.08999634;N;O;;N;90;90 GAL DE BEAUJOLAIS;750000001;750006026;83634
48.8627100501, 2.33923012581;"{""type"": ""Point"", ""coordinates"": [2.339230125806006, 48.86271005009464]}";750000535;7;;;;1;74.73000336;N;O;;N;7;7 RUE CROIX DES PETITS CHAMPS;750000001;750005891;83866
48.8645514384, 2.33658942808;"{""type"": ""Point"", ""coordinates"": [2.336589428078958, 48.86455143844682]}";750001511;13;;;;1;71.12000275;N;O;;N;13;13 RUE DE MONTPENSIER;750000001;750005684;83084
48.8660123778, 2.33827036584;"{""type"": ""Point"", ""coordinates"": [2.338270365840478, 48.86601237782686]}";750000138;89;;;;1;340.13000488;N;O;;N;89;89 GAL DE BEAUJOLAIS;750000001;750006026;83487
48.8686888539, 2.33250435077;"{""type"": ""Point"", ""coordinates"": [2.332504350773799, 48.868688853911]}";750004486;10;;;;2;238.66000400000001;N;O;;N;10;10 RUE LOUIS LE GRAND;750000002;750005775;99922
48.8663736864, 2.33521166951;"{""type"": ""Point"", ""coordinates"": [2.335211669507867, 48.866373686446316]}";750002751;16;;;;1;340.6499939;N;O;;N;16;16 RUE THERESE;750000001;750005543;99948
48.8706919081, 2.34191763807;"{""type"": ""Point"", ""coordinates"": [2.341917638066123, 48.87069190806886]}";750012780;17;;;;2;82.65000153;N;O;;N;17;17 GAL SAINT-MARC;750000002;750006616;109866
48.865738455, 2.33894780457;"{""type"": ""Point"", ""coordinates"": [2.3389478045678063, 48.86573845499925]}";750002801;111;;;;1;250.27000427;N;O;;N;111;111 GAL DE VALOIS;750000001;750005513;109915
48.870094199, 2.33489343511;"{""type"": ""Point"", ""coordinates"": [2.334893435112081, 48.870094198959194]}";750004400;14;;;;2;269.95001221;O;O;;N;14;14 RUE DE LA MICHODIERE;750000002;750005723;110059
48.8703694597, 2.33679643504;"{""type"": ""Point"", ""coordinates"": [2.336796435043719, 48.8703694596644]}";750152065;17;;;;2;85.739998;N;O;;N;17;17 RUE DE GRAMONT;750000002;750005807;110330
48.8704723044, 2.33954629961;"{""type"": ""Point"", ""coordinates"": [2.339546299610496, 48.87047230438357]}";750005934;27;;;;2;171.47999573;O;O;;N;27;27 RUE SAINT-MARC;750000002;750005589;127853
48.8673002364, 2.33521415747;"{""type"": ""Point"", ""coordinates"": [2.335214157473472, 48.86730023641491]}";750003751;6;;;;2;251.52999878;N;O;;N;6;6 PAS CHOISEUL;750000002;750005911;128052
48.8648657936, 2.34133461819;"{""type"": ""Point"", ""coordinates"": [2.341334618194088, 48.86486579357494]}";750000843;9;;;;1;37.54000092;N;O;;N;9;9 RUE HEROLD;750000001;750005832;81976
48.8638602353, 2.33480155838;"{""type"": ""Point"", ""coordinates"": [2.3348015583780413, 48.86386023526283]}";750000024;3;;;;1;51.00999832;N;O;;N;3;3 PL ANDRE MALRAUX;750000001;750006038;84780
48.8658907167, 2.33727490725;"{""type"": ""Point"", ""coordinates"": [2.337274907245633, 48.865890716734285]}";750001525;37;b;;;1;71.19000244;N;O;;N;37b;37b RUE DE MONTPENSIER;750000001;750005684;84814
48.8689999449, 2.33849222847;"{""type"": ""Point"", ""coordinates"": [2.338492228470248, 48.868999944899635]}";750005517;77;;;;2;71.59999847;O;O;;N;77;77 RUE DE RICHELIEU;750000002;750005602;111899
48.8687810569, 2.33341298095;"{""type"": ""Point"", ""coordinates"": [2.333412980949487, 48.86878105689504]}";750005570;45;;;;2;186.0;O;O;;N;45;45 RUE SAINT-AUGUSTIN;750000002;750005572;111991
48.8627108105, 2.34102064354;"{""type"": ""Point"", ""coordinates"": [2.341020643538071, 48.86271081050592]}";750000928;20;;;;1;217.97999573;N;O;;N;20;20 RUE JEAN-JACQUES ROUSSEAU;750000001;750005774;112005
48.8702298945, 2.34116044743;"{""type"": ""Point"", ""coordinates"": [2.341160447434905, 48.87022989448099]}";750005130;3;;;;2;79.0;O;O;;N;3;3 RUE DES PANORAMAS;750000002;750005752;112100
48.8635917809, 2.33918829255;"{""type"": ""Point"", ""coordinates"": [2.339188292554326, 48.86359178091845]}";750000440;11;;;;1;160.41000366;N;O;;N;11;11 RUE DU COLONEL DRIANT;750000001;750005957;112457
48.8667496985, 2.33665322933;"{""type"": ""Point"", ""coordinates"": [2.336653229325856, 48.86674969846067]}";750001723;33;;;;1;160.61000061;N;O;;N;33;33 RUE DES PETITS CHAMPS;750000001;750005659;125504
48.8676317095, 2.3352381378;"{""type"": ""Point"", ""coordinates"": [2.33523813780006, 48.867631709505126]}";750003964;20;;;;2;245.86999512;N;O;;N;20;20 RUE DALAYRAC;750000002;750005894;102846
48.8668230582, 2.33975592146;"{""type"": ""Point"", ""coordinates"": [2.339755921459384, 48.86682305817034]}";750006282;37;;;;2;70.80999756;N;O;;N;37;37 GAL VIVIENNE;750000002;750005502;111603
48.8653719946, 2.33918578188;"{""type"": ""Point"", ""coordinates"": [2.339185781878083, 48.86537199458892]}";750001866;23;;;;1;70.38999939;N;O;;N;23;23 RUE RADZIWILL;750000001;750005671;111667
48.8691968372, 2.33912834169;"{""type"": ""Point"", ""coordinates"": [2.339128341690339, 48.86919683723197]}";750005421;6;b;;;2;344.04998779;N;O;;N;6b;6b RUE DU QUATRE SEPTEMBRE;750000002;750005669;111668
48.8696786315, 2.33915516308;"{""type"": ""Point"", ""coordinates"": [2.339155163081967, 48.86967863151488]}";750003457;12;;;;2;343.01000977;O;O;;N;12;12 RUE DE LA BOURSE;750000002;750005956;111758
48.8684524818, 2.33570852998;"{""type"": ""Point"", ""coordinates"": [2.335708529975347, 48.86845248179994]}";750003739;73;;;;2;68.43000031;N;O;;N;73;73 PAS CHOISEUL;750000002;750005911;111790
48.8692341206, 2.33418694181;"{""type"": ""Point"", ""coordinates"": [2.3341869418127112, 48.86923412063139]}";750005356;4;;;;2;278.47000122;N;O;;N;4;4 RUE DE PORT-MAHON;750000002;750005620;85039
48.869725958, 2.34251573398;"{""type"": ""Point"", ""coordinates"": [2.342515733982953, 48.86972595797022]}";750003464;4;;;;2;18.35000038;O;O;;N;4;4 RUE BRONGNIART;750000002;750005982;85131
48.8670776736, 2.3434652274;"{""type"": ""Point"", ""coordinates"": [2.343465227395121, 48.867077673555784]}";750004599;30;;;;2;210.02999878;O;O;;N;30;30 RUE DU MAIL;750000002;750005784;85414
48.8712067243, 2.33953852532;"{""type"": ""Point"", ""coordinates"": [2.339538525316765, 48.8712067243389]}";750005382;24;;;;2;160.86999512;N;O;;N;24;24 PAS DES PRINCES;750000002;750005624;123775
48.8656289659, 2.33714124408;"{""type"": ""Point"", ""coordinates"": [2.337141244079364, 48.86562896587759]}";750001522;33;;;;1;71.08999634;N;O;;N;33;33 RUE DE MONTPENSIER;750000001;750005684;141024
48.8675048228, 2.33531747552;"{""type"": ""Point"", ""coordinates"": [2.335317475517493, 48.867504822823804]}";750003757;18;;;;2;251.61000061;N;O;;N;18;18 PAS CHOISEUL;750000002;750005911;139440
48.8685879601, 2.33651281264;"{""type"": ""Point"", ""coordinates"": [2.336512812636534, 48.86858796012336]}";750005796;73;;;;2;73.97000122;N;O;;N;73;73 RUE SAINTE-ANNE;750000002;750005530;155718
48.8685126931, 2.34358084521;"{""type"": ""Point"", ""coordinates"": [2.343580845211398, 48.86851269307629]}";750004808;136;;;;2;286.20001221;N;O;;N;136;136 RUE MONTMARTRE;750000002;750005645;132111
48.8622665156, 2.3393538364;"{""type"": ""Point"", ""coordinates"": [2.339353836404654, 48.8622665156138]}";750002520;170;;;;1;341.76998901;O;O;;N;170;170 RUE SAINT-HONORE;750000001;750005584;132572
48.8706121338, 2.33871588309;"{""type"": ""Point"", ""coordinates"": [2.338715883091584, 48.870612133827855]}";750005917;33;;;;2;163.74000549;N;O;;N;33;33 RUE SAINT-MARC;750000002;750005589;140030
48.8679100594, 2.33932478198;"{""type"": ""Point"", ""coordinates"": [2.339324781978686, 48.86791005938764]}";750157513;1;;;;2;161.72000122;O;O;;N;1;1 RUE COLBERT;750000002;750005838;25632
48.8689342211, 2.33536022963;"{""type"": ""Point"", ""coordinates"": [2.335360229631924, 48.868934221126516]}";750005596;20;;;;2;359.91000366;O;O;;N;20;20 RUE SAINT-AUGUSTIN;750000002;750005572;26000
48.8684335977, 2.3357889554;"{""type"": ""Point"", ""coordinates"": [2.335788955397557, 48.86843359766059]}";750003785;74;;;;2;255.44999695;N;O;;N;74;74 PAS CHOISEUL;750000002;750005911;26339
48.8648029659, 2.33671714306;"{""type"": ""Point"", ""coordinates"": [2.336717143060842, 48.864802965851545]}";750001514;19;;;;1;71.41999817;N;O;;N;19;19 RUE DE MONTPENSIER;750000001;750005684;35776
48.8675982338, 2.33384230035;"{""type"": ""Point"", ""coordinates"": [2.333842300353603, 48.867598233783546]}";750005012;28;;;;2;285.86999512;O;O;;N;28;28 AV DE L'OPERA;750000002;750005929;36421
48.87061184, 2.33799469303;"{""type"": ""Point"", ""coordinates"": [2.337994693032655, 48.870611839973556]}";750004103;8;;;;2;254.83000183;N;O;;N;8;8 RUE FAVART;750000002;750005802;36520
48.8713384413, 2.33529866865;"{""type"": ""Point"", ""coordinates"": [2.335298668651546, 48.87133844128294]}";750042036;32;;;;9;14.67000008;N;O;;N;32;32 BD DES ITALIENS;750000009;750005764;36688
48.8710159262, 2.34171370637;"{""type"": ""Point"", ""coordinates"": [2.341713706373529, 48.871015926185834]}";750005085;15;;;;2;259.32000732;N;O;;N;15;15 PAS DES PANORAMAS;750000002;750005751;32964
48.8689099548, 2.34301596409;"{""type"": ""Point"", ""coordinates"": [2.343015964091816, 48.868909954828204]}";750004756;121;;;;2;107.05999756;N;O;;N;121;121 RUE MONTMARTRE;750000002;750005645;37060
48.8680961874, 2.33547380688;"{""type"": ""Point"", ""coordinates"": [2.335473806877256, 48.868096187359114]}";750003976;44;;;;2;247.07000732;N;O;;N;44;44 RUE DALAYRAC;750000002;750005894;23178
48.864907163, 2.33860074021;"{""type"": ""Point"", ""coordinates"": [2.33860074021126, 48.86490716303831]}";750002901;25;;;;1;70.48000336;N;O;;N;25;25 RUE DE VALOIS;750000001;750005517;30942
48.8641433197, 2.33593771207;"{""type"": ""Point"", ""coordinates"": [2.335937712066213, 48.864143319665025]}";750001927;3;;;;1;70.81999969;N;O;;N;3;3 RUE DE RICHELIEU;750000001;750005602;31009
48.8699116266, 2.33425628886;"{""type"": ""Point"", ""coordinates"": [2.334256288858021, 48.8699116266102]}";750005389;31;;;;2;163.8999939;O;O;;N;31;31 RUE DU QUATRE SEPTEMBRE;750000002;750005669;31130
48.8707068755, 2.33699888382;"{""type"": ""Point"", ""coordinates"": [2.33699888382014, 48.87070687550388]}";750004206;24;;;;2;265.22000122;N;O;;N;24;24 RUE DE GRAMONT;750000002;750005807;26854
48.8703951185, 2.3424984412;"{""type"": ""Point"", ""coordinates"": [2.342498441204626, 48.87039511848944]}";750004733;149;;;;2;78.19999695;O;O;;N;149;149 RUE MONTMARTRE;750000002;750005645;78064
48.8639722319, 2.33573552482;"{""type"": ""Point"", ""coordinates"": [2.335735524823578, 48.86397223189665]}";750000027;2;;;;1;340.79998779;O;O;;N;2;2 PL ANDRE MALRAUX;750000001;750006038;94402
48.871577984, 2.33903740665;"{""type"": ""Point"", ""coordinates"": [2.339037406654992, 48.87157798400398]}";750005373;4;;;;2;257.73999023;N;O;;N;4;4 PAS DES PRINCES;750000002;750005624;94681
48.8695641752, 2.33971448251;"{""type"": ""Point"", ""coordinates"": [2.339714482513779, 48.86956417522813]}";750003460;6;;;;2;342.47000122;N;O;;N;6;6 RUE DE LA BOURSE;750000002;750005956;94899
48.8647010863, 2.34123342611;"{""type"": ""Point"", ""coordinates"": [2.341233426110823, 48.86470108627256]}";750000855;6;;;;1;217.3500061;N;O;;N;6;6 RUE HEROLD;750000001;750005832;103675
48.8650383786, 2.3364079063;"{""type"": ""Point"", ""coordinates"": [2.336407906302739, 48.86503837857949]}";750001935;29;;;;1;70.910004;N;O;;N;29;29 RUE DE RICHELIEU;750000001;750005602;103685
48.8711895894, 2.34143358089;"{""type"": ""Point"", ""coordinates"": [2.341433580885117, 48.871189589372555]}";750006360;42;;;;2;250.13000488;N;O;;N;42;42 RUE VIVIENNE;750000002;750006607;103824
48.8699854603, 2.34142757021;"{""type"": ""Point"", ""coordinates"": [2.341427570210436, 48.869985460347536]}";750004130;9;;;;2;192.30999756;N;O;;N;9;9 RUE FEYDEAU;750000002;750005841;120430
48.8667296547, 2.33511250443;"{""type"": ""Point"", ""coordinates"": [2.335112504426921, 48.86672965472501]}";750001595;8;;;;1;250.52999878;N;O;;N;8;8 RUE DES MOULINS;750000001;750005689;120511
48.8644546676, 2.33653940503;"{""type"": ""Point"", ""coordinates"": [2.336539405028366, 48.8644546675943]}";750001510;11;;;;1;71.15000153;N;O;;N;11;11 RUE DE MONTPENSIER;750000001;750005684;95002
48.8708689097, 2.34159803646;"{""type"": ""Point"", ""coordinates"": [2.34159803645558, 48.87086890972732]}";750005097;47;;;;2;78.40000153;N;O;;N;47;47 PAS DES PANORAMAS;750000002;750005751;95332
48.8682852167, 2.33562592815;"{""type"": ""Point"", ""coordinates"": [2.335625928153685, 48.868285216747324]}";750003734;63;;;;2;71.69999695;N;O;;N;63;63 PAS CHOISEUL;750000002;750005911;103997
48.8653469447, 2.33714238707;"{""type"": ""Point"", ""coordinates"": [2.337142387068809, 48.86534694469127]}";750001543;28;;;;1;251.24000549;N;O;;N;28;28 RUE DE MONTPENSIER;750000001;750005684;104137
48.8624806364, 2.34016818811;"{""type"": ""Point"", ""coordinates"": [2.340168188106798, 48.86248063636197]}";750001692;2;;;;1;329.19000244;O;O;;N;2;2 RUE DU PELICAN;750000001;750005682;104486
48.8707939731, 2.33448830021;"{""type"": ""Point"", ""coordinates"": [2.334488300207847, 48.87079397311057]}";750004498;34;;;;2;240.33000183;O;O;;N;34;34 RUE LOUIS LE GRAND;750000002;750005775;31985
48.8661313202, 2.34203029618;"{""type"": ""Point"", ""coordinates"": [2.342030296179051, 48.86613132016376]}";750003072;5;;;;2;29.94000053;N;O;;N;5;5 RUE D'ABOUKIR;750000002;750006088;32012
48.870740241, 2.34315472759;"{""type"": ""Point"", ""coordinates"": [2.343154727588773, 48.87074024099211]}";750006208;21;;;;2;164.33000183;O;O;;N;21;21 RUE D'UZES;750000002;750005512;32840
48.870558474, 2.34173138369;"{""type"": ""Point"", ""coordinates"": [2.341731383691067, 48.8705584739629]}";750004719;21;;;;2;171.1499939;O;O;;N;21;21 GAL MONTMARTRE;750000002;750005644;30833
48.8711189911, 2.3387924727;"{""type"": ""Point"", ""coordinates"": [2.3387924727016802, 48.871118991061174]}";750003219;6;;;;2;342.79000854;N;O;;N;6;6 RUE D'AMBOISE;750000002;750006009;51172
48.8618477075, 2.34019896485;"{""type"": ""Point"", ""coordinates"": [2.340198964845783, 48.86184770747175]}";750161891;145;;;;1;138.17999268;O;O;;N;145;145 RUE SAINT-HONORE;750000001;750005584;57076
48.8693014857, 2.33748090085;"{""type"": ""Point"", ""coordinates"": [2.337480900854926, 48.869301485663414]}";750005402;11;;;;2;164.05000305;N;O;;N;11;11 RUE DU QUATRE SEPTEMBRE;750000002;750005669;57403
48.8678208285, 2.33539190523;"{""type"": ""Point"", ""coordinates"": [2.335391905231886, 48.86782082846689]}";750003720;35;;;;2;71.56999969;N;O;;N;35;35 PAS CHOISEUL;750000002;750005911;56694
48.8671866526, 2.33477157383;"{""type"": ""Point"", ""coordinates"": [2.334771573834418, 48.86718665256602]}";750001734;55;;;;1;160.86000061;N;O;;N;55;55 RUE DES PETITS CHAMPS;750000001;750005659;56747
